671 18 1
000110001001100100     0
101001000100010110     1
010010011001100000     0
101001010110011001     1
011001101000011001     0
011010010001010010     1
010110100101101001     1
011010000101100001     1
011010100101010110     0
101001000100011001     1
100001001001100101     1
000001010100101010     0
000110010101100010     1
100101100100101001     0
010010010110000010     0
000100100110010110     1
100110001001010110     0
010101101001001000     1
010010011000010000     1
101010010001011001     0
100101100110000100     1
100010000110010101     1
011000011010010100     1
100101100001001001     1
100110010101100000     1
010101100010000110     1
010001101010011001     0
100101000100011010     1
100101101010000101     0
010110100110000100     1
100101100001100000     0
100101101010010100     0
100101011000100110     0
011000011001010010     1
001001001001011000     0
000110010100100110     1
010010010000010010     1
011010000100000001     1
000001010110011010     1
001001100001100101     1
010101000000101000     1
011000100101100001     1
100100100100000100     1
011001011010001001     0
000010011010010101     1
101001010001001001     1
010110101010000101     0
100001100101100110     0
001010000000010101     1
100100000110100101     1
010110101001100001     0
011001101010010100     0
100100010101100010     1
011010011001100001     0
100110000100100101     1
100001001010010101     1
100010010101000110     1
100110001000010101     1
010101011010100110     1
011010000101001001     1
100001101001000101     1
000001010001101010     0
101010010100000100     0
000010000010010101     1
010110011010000110     0
010110100110011001     1
010101100110101001     1
010110010010000010     0
010000000100101001     1
000110011010100101     0
011000010010010000     1
101001011001011000     0
000110010110100100     1
000010010110000110     0
011010001000010101     1
010110010110001010     0
010101011000100010     1
010001100100101001     1
010110011000100110     0
011001011010010000     1
011000100010010101     1
100001011001011010     0
001001100101010010     1
101010000001010100     0
101001001001010001     1
100110001001100101     0
010101001000100110     1
001001101001010001     1
010101101000100100     1
101010000101010000     0
011010101001010101     1
001001011001011010     0
010110100101011010     0
100100010110000110     1
010101100010100001     1
101001000100010000     1
100101011000000010     0
011010010100001001     1
001000011001001001     0
100001100001100100     0
011010000100011001     1
010101001000100000     1
011001101001010110     0
100000011001010010     0
010101100000000010     1
010101000110101000     1
100101010110100110     1
010000010100101010     0
011000101000010101     1
001001010001101001     1
011000011010010001     1
000110010110011010     0
100100000101100110     1
100101011010100101     0
010010000100001001     1
000110100100000100     1
100101100000100001     0
101010000100000101     0
010010001010010101     1
010101101000011000     1
101001100000010101     1
000110000100100100     1
001000011000011001     0
010110001000100100     0
011001101001100101     1
010001101010100101     0
011001010100101010     0
010010010010010000     1
100000001000010101     1
001010010101100001     1
010101100000001000     1
100100000110010110     1
000110011001100110     0
010010100100100101     1
010100010110101010     0
011010011001010000     1
100110100110010101     1
100100011000010010     0
100010011000010101     1
100110000100000100     1
010001010000101010     0
010010011000100100     0
010000011000011000     1
000001000110011000     1
010001101010010000     0
010010010100011010     1
101010010001000001     0
100010010101010010     1
100001000001001001     1
010101000000001010     1
000110010010010010     0
100101010100101010     0
011000000100100001     1
010100100110000110     1
011000010000011000     1
010010010101001010     1
100100011000000110     0
100001010001101001     1
010110100100100001     1
010110010010100110     0
100100010101001010     1
010110000110001001     1
100101101001000001     1
010010011001100110     0
011000000110100101     1
010000011000010010     1
011010010110010000     1
010110011000010010     1
100101010110011010     1
001001010110010010     1
001000010101011010     1
010110011010100100     0
010100000110101001     1
100100100100100001     0
101000000110010101     1
001001100001000001     1
100110011001010010     0
100000010101100000     1
000110011001100000     0
011000100100011001     1
010101100010010010     1
100110011001100100     0
001001010101001010     1
010101100110001000     1
010100010010011010     1
010110011010100001     0
100100100110000101     1
100100001000010110     0
100100100101101001     0
000010010101001000     1
000101100101101010     0
100001000101011010     1
000001100101011010     1
011010010110000001     1
011001011001100110     0
000001100100010010     1
101001010101000010     1
000101101001001001     1
010101000010100110     1
101001000101010010     1
100101001001011010     0
011001000001101001     1
011001001000001001     0
011010010110100101     1
011001001001100001     1
011000010010010110     1
000010010110010010     0
101010010001000100     0
000100101010000101     0
010101001010000110     1
011000000100001001     1
010000010001101010     0
000110100010010101     1
010110000110000010     0
010001101010010110     0
001001011010011001     0
101001010110010000     1
010001101010000001     0
010010000100100001     1
100100011010010110     0
010000101010000101     0
011001100001100001     1
010110100110100101     1
000100100100100100     1
100010010101000000     1
000001100100011000     1
000010011001100001     0
000101101010010110     0
001001100101100001     1
001001000100011000     1
100010010101001001     1
100100011001000010     0
101010100101010100     0
100101101000100101     0
010110010110101001     1
001001000001100001     1
010010000110010010     0
000100000110000110     1
010101100010011000     1
011000011000010000     1
001001100100010110     1
010010100100011001     1
010100101010000100     0
000001011001101001     1
101001100100010001     1
010101001010100100     1
010101101000010010     1
000010100110010101     1
010101010010100010     1
011001011000001000     0
100001010101101000     1
010101001010001001     1
011001000101101010     0
101001100001010001     1
010101011010000010     1
010110010000011010     1
000001101001100101     1
100001000001100001     1
101001000110010100     1
000110100101000110     1
101010010001100101     0
000101100110100100     1
010101101001011010     1
100101001010010110     0
001010010010010101     1
011010001001011001     0
100001001001000001     1
101001001001010110     0
010101100110100000     1
100000100000010101     1
101001000101011000     1
001001011001001000     0
010101100010000000     1
010110101010010100     0
100101011010011001     0
001001001000011001     0
010110000110100001     1
011001100101101001     1
001000101001010101     1
010010010110100001     1
010000010010011000     1
011000001000011001     0
010101001001001010     1
100101001001100001     1
010110100100000110     1
011001000100101001     1
010010010000011000     1
010110011010011001     1
011010000100100101     1
011010100100000101     1
000101101001100001     1
100001000110010110     1
001001000110010110     1
010101100000101001     1
010101100110011010     1
100101000100100110     1
010000011010010110     1
011001100110010000     1
001001000001001001     1
010001101001100001     1
010101011000101000     1
101001100100010100     1
010000011010011001     1
001010011001100101     0
100100100001100001     0
011010010000011001     1
010101011010100000     1
000001000001101001     1
101010010000010001     0
100010011001010110     0
100101100100011000     1
101000100101100101     0
010001011010011000     1
000010000110010110     0
011000010001011010     1
010110010110100010     0
101010011001000101     0
010101000000100010     1
011000000110011001     1
011001011001101000     0
011000101001011001     0
010001100100011010     1
000010010101000010     1
100101000110010010     1
001000010101001000     1
101000000000010101     1
010101001010011000     1
000001101010010100     0
101000010101100001     1
101001001001000101     1
010101011010011010     1
010110001001101001     0
011010010000010000     1
010010101000010101     1
011000010101100010     1
010110100010010110     0
100110010101101001     1
010010001001100001     0
100000011001000110     0
010110000010010010     0
010101100001100010     1
010010011001101001     0
